vehicle_number,violations
FKN00GL32627,3
FKN00GL7087,3
FKN00GL70850,3
FKN00GL70826,3
FKN00GL3255,3
FKN00GL32532,3
FKN00GL19890,3
FKN00GL198885,3
FKN00GL12181,3
FKN00GL81456,3
FKN00GL121918,3
FKN00GL198150,3
FKN00GL121933,3
FKN00GL81516,3
FKN00GL19785,3
FKN00GL1978,3
FKN00GL121964,3
FKN00GL197769,3
FKN00GL197751,3
FKN00GL7082,3
FKN00GL10583,3
FKN00GL105833,3
FKN00GL32684,3
FKN00GL32666,3
FKN00GL32637,3
FKN00GL102978,3
FKN00GL102936,3
FKN00GL19734,3
FKN00GL197299,3
FKN00GL197205,3
FKN00GL70804,3
FKN00GL70774,3
FKN00GL32673,3
FKN00GL197732,3
FKN00GL197648,3
FKN00GL81600,3
FKN00GL81601,3
FKN00GL197624,3
FKN00GL197626,3
FKN00GL197634,3
FKN00GL19753,3
FKN00GL198199,3
FKN00GL19689,3
FKN00GL81678,3
FKN00GL81619,3
FKN00GL196768,3
FKN00GL196756,3
FKN00GL196661,3
FKN00GL196644,3
FKN00GL19663,3
FKN00GL10587,3
FKN00GL70737,3
FKN00GL70731,3
FKN00GL32768,3
FKN00GL32748,3
FKN00GL32704,3
FKN00GL102930,3
FKN00GL102934,3
FKN00GL196580,3
FKN00GL19655,3
FKN00GL196501,3
FKN00GL122120,3
FKN00GL196325,3
FKN00GL19630,3
FKN00GL196253,3
FKN00GL32807,3
FKN00GL70711,3
FKN00GL105876,3
FKN00GL70687,3
FKN00GL116395,3
FKN00GL116399,3
FKN00GL32783,3
FKN00GL197047,3
FKN00GL196883,3
FKN00GL19557,3
FKN00GL195542,3
FKN00GL122232,3
FKN00GL81934,3
FKN00GL70666,3
FKN00GL105872,3
FKN00GL70612,3
FKN00GL32863,3
FKN00GL19621,3
FKN00GL81750,3
FKN00GL19614,3
FKN00GL12217,3
FKN00GL122172,3
FKN00GL81760,3
FKN00GL102901,3
FKN00GL81705,3
FKN00GL8188,3
FKN00GL195086,3
FKN00GL19506,3
FKN00GL195063,3
FKN00GL195030,3
FKN00GL195005,3
FKN00GL194992,3
FKN00GL32966,3
FKN00GL70616,3
FKN00GL70598,3
FKN00GL32931,3
FKN00GL116347,3
FKN00GL195831,3
FKN00GL81876,3
FKN00GL81822,3
FKN00GL195639,3
FKN00GL8198,3
FKN00GL122303,3
FKN00GL19458,3
FKN00GL194472,3
FKN00GL194125,3
FKN00GL105921,3
FKN00GL116304,3
FKN00GL3304,3
FKN00GL33044,3
FKN00GL33050,3
FKN00GL33014,3
FKN00GL32994,3
FKN00GL32998,3
FKN00GL102858,3
FKN00GL81894,3
FKN00GL81898,3
FKN00GL8204,3
FKN00GL82036,3
FKN00GL82004,3
FKN00GL193897,3
FKN00GL193875,3
FKN00GL7057,3
FKN00GL105937,3
FKN00GL33116,3
FKN00GL33091,3
FKN00GL33092,3
FKN00GL33079,3
FKN00GL122280,3
FKN00GL8201,3
FKN00GL10285,3
FKN00GL81983,3
FKN00GL8197,3
FKN00GL19338,3
FKN00GL193363,3
FKN00GL122464,3
FKN00GL193259,3
FKN00GL105951,3
FKN00GL105957,3
FKN00GL3320,3
FKN00GL33207,3
FKN00GL3321,3
FKN00GL33182,3
FKN00GL33168,3
FKN00GL82083,3
FKN00GL102825,3
FKN00GL122409,3
FKN00GL193570,3
FKN00GL122434,3
FKN00GL19301,3
FKN00GL192908,3
FKN00GL1929,3
FKN00GL70514,3
FKN00GL70516,3
FKN00GL105963,3
FKN00GL70480,3
FKN00GL70482,3
FKN00GL116240,3
FKN00GL33244,3
FKN00GL33247,3
FKN00GL8215,3
FKN00GL82150,3
FKN00GL102802,3
FKN00GL8210,3
FKN00GL193387,3
FKN00GL82209,3
FKN00GL122511,3
FKN00GL192628,3
FKN00GL19248,3
FKN00GL70454,3
FKN00GL33346,3
FKN00GL3333,3
FKN00GL33336,3
FKN00GL33303,3
FKN00GL33306,3
FKN00GL193155,3
FKN00GL82190,3
FKN00GL82170,3
FKN00GL82163,3
FKN00GL122474,3
FKN00GL19308,3
FKN00GL19228,3
FKN00GL192234,3
FKN00GL122572,3
FKN00GL106000,3
FKN00GL70396,3
FKN00GL70376,3
FKN00GL116197,3
FKN00GL33423,3
FKN00GL33427,3
FKN00GL105975,3
FKN00GL10598,3
FKN00GL105983,3
FKN00GL70466,3
FKN00GL19279,3
FKN00GL102783,3
FKN00GL8224,3
FKN00GL7024,3
FKN00GL3354,3
FKN00GL33511,3
FKN00GL116174,3
FKN00GL33475,3
FKN00GL33482,3
FKN00GL33484,3
FKN00GL70351,3
FKN00GL70341,3
FKN00GL11619,3
FKN00GL33470,3
FKN00GL70437,3
FKN00GL8229,3
FKN00GL82259,3
FKN00GL192354,3
FKN00GL19234,3
FKN00GL3360,3
FKN00GL33585,3
FKN00GL192217,3
FKN00GL192194,3
FKN00GL82318,3
FKN00GL192136,3
FKN00GL19209,3
FKN00GL19206,3
FKN00GL19199,3
FKN00GL191952,3
FKN00GL122621,3
FKN00GL3355,3
FKN00GL33556,3
FKN00GL106022,3
FKN00GL70267,3
FKN00GL7027,3
FKN00GL11612,3
FKN00GL33664,3
FKN00GL191871,3
FKN00GL19177,3
FKN00GL191689,3
FKN00GL19166,3
FKN00GL102734,3
FKN00GL102712,3
FKN00GL82477,3
FKN00GL122648,3
FKN00GL19160,3
FKN00GL106033,3
FKN00GL7017,3
FKN00GL7018,3
FKN00GL70180,3
FKN00GL116135,3
FKN00GL82615,3
FKN00GL102725,3
FKN00GL82598,3
FKN00GL82605,3
FKN00GL82574,3
FKN00GL191419,3
FKN00GL191297,3
FKN00GL191305,3
FKN00GL70166,3
FKN00GL106054,3
FKN00GL106055,3
FKN00GL70150,3
FKN00GL70153,3
FKN00GL70119,3
FKN00GL70100,3
FKN00GL33689,3
FKN00GL116064,3
FKN00GL33827,3
FKN00GL33788,3
FKN00GL33765,3
FKN00GL33761,3
FKN00GL106073,3
FKN00GL70086,3
FKN00GL70069,3
FKN00GL70048,3
FKN00GL33732,3
FKN00GL116102,3
FKN00GL116103,3
FKN00GL3368,3
FKN00GL70160,3
FKN00GL19146,3
FKN00GL191426,3
FKN00GL122735,3
FKN00GL190819,3
FKN00GL191262,3
FKN00GL19123,3
FKN00GL82672,3
FKN00GL82674,3
FKN00GL102703,3
FKN00GL102684,3
FKN00GL82640,3
FKN00GL191201,3
FKN00GL191189,3
FKN00GL19113,3
FKN00GL106076,3
FKN00GL10608,3
FKN00GL70026,3
FKN00GL70021,3
FKN00GL122753,3
FKN00GL122756,3
FKN00GL190667,3
FKN00GL82804,3
FKN00GL69980,3
FKN00GL69968,3
FKN00GL6997,3
FKN00GL69978,3
FKN00GL3399,3
FKN00GL33968,3
FKN00GL33938,3
FKN00GL33902,3
FKN00GL82721,3
FKN00GL190911,3
FKN00GL122723,3
FKN00GL190900,3
FKN00GL8278,3
FKN00GL122771,3
FKN00GL12278,3
FKN00GL19048,3
FKN00GL122786,3
FKN00GL190440,3
FKN00GL6993,3
FKN00GL69911,3
FKN00GL115997,3
FKN00GL34107,3
FKN00GL34091,3
FKN00GL34081,3
FKN00GL34066,3
FKN00GL34017,3
FKN00GL82726,3
FKN00GL19078,3
FKN00GL189811,3
FKN00GL18976,3
FKN00GL18974,3
FKN00GL102619,3
FKN00GL106129,3
FKN00GL115976,3
FKN00GL34212,3
FKN00GL34191,3
FKN00GL34181,3
FKN00GL34169,3
FKN00GL34171,3
FKN00GL19024,3
FKN00GL102642,3
FKN00GL82811,3
FKN00GL82770,3
FKN00GL82777,3
FKN00GL122896,3
FKN00GL189699,3
FKN00GL189672,3
FKN00GL189678,3
FKN00GL122910,3
FKN00GL189613,3
FKN00GL69790,3
FKN00GL69794,3
FKN00GL69777,3
FKN00GL115936,3
FKN00GL115944,3
FKN00GL34252,3
FKN00GL190071,3
FKN00GL82938,3
FKN00GL82896,3
FKN00GL18983,3
FKN00GL189521,3
FKN00GL102609,3
FKN00GL83037,3
FKN00GL8302,3
FKN00GL1893,3
FKN00GL18913,3
FKN00GL189046,3
FKN00GL18903,3
FKN00GL34415,3
FKN00GL69768,3
FKN00GL106155,3
FKN00GL69745,3
FKN00GL34382,3
FKN00GL34385,3
FKN00GL3432,3
FKN00GL82929,3
FKN00GL122960,3
FKN00GL122969,3
FKN00GL12297,3
FKN00GL102590,3
FKN00GL12298,3
FKN00GL18886,3
FKN00GL188846,3
FKN00GL18876,3
FKN00GL34540,3
FKN00GL106172,3
FKN00GL69701,3
FKN00GL69662,3
FKN00GL115900,3
FKN00GL34428,3
FKN00GL189607,3
FKN00GL189552,3
FKN00GL34701,3
FKN00GL69671,3
FKN00GL106177,3
FKN00GL106178,3
FKN00GL106160,3
FKN00GL69647,3
FKN00GL11584,3
FKN00GL34674,3
FKN00GL34680,3
FKN00GL34658,3
FKN00GL3466,3
FKN00GL34665,3
FKN00GL34651,3
FKN00GL115858,3
FKN00GL34575,3
FKN00GL34579,3
FKN00GL83128,3
FKN00GL83088,3
FKN00GL12299,3
FKN00GL188652,3
FKN00GL18862,3
FKN00GL188623,3
FKN00GL18848,3
FKN00GL18846,3
FKN00GL83232,3
FKN00GL102563,3
FKN00GL3485,3
FKN00GL115809,3
FKN00GL11581,3
FKN00GL34726,3
FKN00GL115818,3
FKN00GL34718,3
FKN00GL34978,3
FKN00GL34986,3
FKN00GL83204,3
FKN00GL188332,3
FKN00GL188303,3
FKN00GL18825,3
FKN00GL123048,3
FKN00GL18823,3
FKN00GL106215,3
FKN00GL69527,3
FKN00GL34948,3
FKN00GL34935,3
FKN00GL34929,3
FKN00GL34902,3
FKN00GL34873,3
FKN00GL34857,3
FKN00GL106221,3
FKN00GL69475,3
FKN00GL102549,3
FKN00GL102551,3
FKN00GL8326,3
FKN00GL123060,3
FKN00GL18793,3
FKN00GL187935,3
FKN00GL187906,3
FKN00GL35026,3
FKN00GL115759,3
FKN00GL3501,3
FKN00GL34996,3
FKN00GL3500,3
FKN00GL35001,3
FKN00GL34974,3
FKN00GL83353,3
FKN00GL83291,3
FKN00GL18777,3
FKN00GL1877,3
FKN00GL18768,3
FKN00GL187670,3
FKN00GL69429,3
FKN00GL6943,3
FKN00GL69417,3
FKN00GL69421,3
FKN00GL69422,3
FKN00GL69423,3
FKN00GL35101,3
FKN00GL35046,3
FKN00GL35054,3
FKN00GL69470,3
FKN00GL83405,3
FKN00GL123121,3
FKN00GL123123,3
FKN00GL18743,3
FKN00GL187439,3
FKN00GL83511,3
FKN00GL35141,3
FKN00GL106251,3
FKN00GL69375,3
FKN00GL69377,3
FKN00GL11572,3
FKN00GL35095,3
FKN00GL106239,3
FKN00GL18785,3
FKN00GL102532,3
FKN00GL83366,3
FKN00GL115669,3
FKN00GL35280,3
FKN00GL35281,3
FKN00GL35289,3
FKN00GL35262,3
FKN00GL35235,3
FKN00GL35239,3
FKN00GL35230,3
FKN00GL115695,3
FKN00GL115706,3
FKN00GL35155,3
FKN00GL18761,3
FKN00GL187582,3
FKN00GL83407,3
FKN00GL102517,3
FKN00GL8341,3
FKN00GL106279,3
FKN00GL106280,3
FKN00GL102499,3
FKN00GL83507,3
FKN00GL83486,3
FKN00GL83490,3
FKN00GL187409,3
FKN00GL187301,3
FKN00GL123130,3
FKN00GL18721,3
FKN00GL187187,3
FKN00GL69316,3
FKN00GL6931,3
FKN00GL35279,3
FKN00GL11566,3
FKN00GL115668,3
FKN00GL35362,3
FKN00GL35365,3
FKN00GL83608,3
FKN00GL102486,3
FKN00GL83578,3
FKN00GL83551,3
FKN00GL83509,3
FKN00GL123178,3
FKN00GL18703,3
FKN00GL18694,3
FKN00GL83645,3
FKN00GL69284,3
FKN00GL69288,3
FKN00GL35332,3
FKN00GL115657,3
FKN00GL3532,3
FKN00GL83615,3
FKN00GL18690,3
FKN00GL1232,3
FKN00GL186881,3
FKN00GL18689,3
FKN00GL186868,3
FKN00GL186854,3
FKN00GL186780,3
FKN00GL18675,3
FKN00GL123225,3
FKN00GL35388,3
FKN00GL3539,3
FKN00GL106310,3
FKN00GL69221,3
FKN00GL35354,3
FKN00GL35358,3
FKN00GL186446,3
FKN00GL186392,3
FKN00GL18638,3
FKN00GL83779,3
FKN00GL83721,3
FKN00GL123251,3
FKN00GL186279,3
FKN00GL18622,3
FKN00GL186221,3
FKN00GL6917,3
FKN00GL6914,3
FKN00GL35451,3
FKN00GL115603,3
FKN00GL3543,3
FKN00GL35432,3
FKN00GL35409,3
FKN00GL18595,3
FKN00GL123299,3
FKN00GL18586,3
FKN00GL18579,3
FKN00GL18573,3
FKN00GL185708,3
FKN00GL35597,3
FKN00GL35577,3
FKN00GL35531,3
FKN00GL69122,3
FKN00GL69110,3
FKN00GL69098,3
FKN00GL69102,3
FKN00GL35506,3
FKN00GL3551,3
FKN00GL123244,3
FKN00GL115511,3
FKN00GL106353,3
FKN00GL1857,3
FKN00GL102435,3
FKN00GL83921,3
FKN00GL83888,3
FKN00GL123322,3
FKN00GL123324,3
FKN00GL123329,3
FKN00GL185598,3
FKN00GL185569,3
FKN00GL106361,3
FKN00GL35682,3
FKN00GL35621,3
FKN00GL83835,3
FKN00GL83823,3
FKN00GL8396,3
FKN00GL83961,3
FKN00GL83966,3
FKN00GL185561,3
FKN00GL185540,3
FKN00GL185525,3
FKN00GL185529,3
FKN00GL18549,3
FKN00GL123350,3
FKN00GL68992,3
FKN00GL35753,3
FKN00GL35758,3
FKN00GL35737,3
FKN00GL35740,3
FKN00GL35741,3
FKN00GL35727,3
FKN00GL185432,3
FKN00GL185435,3
FKN00GL84032,3
FKN00GL84037,3
FKN00GL8402,3
FKN00GL12339,3
FKN00GL1852,3
FKN00GL106378,3
FKN00GL68957,3
FKN00GL68915,3
FKN00GL115487,3
FKN00GL35791,3
FKN00GL35773,3
FKN00GL185549,3
FKN00GL185559,3
FKN00GL83981,3
FKN00GL123445,3
FKN00GL123451,3
FKN00GL185167,3
FKN00GL84125,3
FKN00GL185129,3
FKN00GL1851,3
FKN00GL185108,3
FKN00GL185083,3
FKN00GL184922,3
FKN00GL12343,3
FKN00GL6885,3
FKN00GL68853,3
FKN00GL35935,3
FKN00GL35939,3
FKN00GL35931,3
FKN00GL185453,3
FKN00GL8421,3
FKN00GL84213,3
FKN00GL123469,3
FKN00GL1844,3
FKN00GL184369,3
FKN00GL6882,3
FKN00GL68824,3
FKN00GL36033,3
FKN00GL35985,3
FKN00GL35973,3
FKN00GL184715,3
FKN00GL84199,3
FKN00GL102369,3
FKN00GL102350,3
FKN00GL84152,3
FKN00GL123443,3
FKN00GL184229,3
FKN00GL123509,3
FKN00GL184190,3
FKN00GL18420,3
FKN00GL184174,3
FKN00GL36089,3
FKN00GL36090,3
FKN00GL36068,3
FKN00GL68767,3
FKN00GL6877,3
FKN00GL106405,3
FKN00GL68745,3
FKN00GL115409,3
FKN00GL115416,3
FKN00GL36048,3
FKN00GL184614,3
FKN00GL8441,3
FKN00GL183878,3
FKN00GL183864,3
FKN00GL12357,3
FKN00GL36159,3
FKN00GL36145,3
FKN00GL184323,3
FKN00GL84316,3
FKN00GL84322,3
FKN00GL84287,3
FKN00GL84267,3
FKN00GL18431,3
FKN00GL184290,3
FKN00GL18428,3
FKN00GL184284,3
FKN00GL184236,3
FKN00GL183160,3
FKN00GL102319,3
FKN00GL102293,3
FKN00GL84436,3
FKN00GL123583,3
FKN00GL183593,3
FKN00GL12361,3
FKN00GL6871,3
FKN00GL106459,3
FKN00GL68686,3
FKN00GL68675,3
FKN00GL115371,3
FKN00GL184161,3
FKN00GL184162,3
FKN00GL123532,3
FKN00GL184133,3
FKN00GL115327,3
FKN00GL3640,3
FKN00GL36400,3
FKN00GL36385,3
FKN00GL36374,3
FKN00GL68653,3
FKN00GL115340,3
FKN00GL36310,3
FKN00GL115335,3
FKN00GL3624,3
FKN00GL84454,3
FKN00GL84458,3
FKN00GL84463,3
FKN00GL18337,3
FKN00GL183262,3
FKN00GL183171,3
FKN00GL11532,3
FKN00GL36449,3
FKN00GL102289,3
FKN00GL84538,3
FKN00GL84510,3
FKN00GL18308,3
FKN00GL183053,3
FKN00GL183058,3
FKN00GL183033,3
FKN00GL182995,3
FKN00GL183002,3
FKN00GL123667,3
FKN00GL182919,3
FKN00GL106490,3
FKN00GL68616,3
FKN00GL68618,3
FKN00GL8459,3
FKN00GL102276,3
FKN00GL84574,3
FKN00GL84567,3
FKN00GL123691,3
FKN00GL182854,3
FKN00GL182608,3
FKN00GL182576,3
FKN00GL36460,3
FKN00GL68607,3
FKN00GL106498,3
FKN00GL68586,3
FKN00GL68593,3
FKN00GL68597,3
FKN00GL36468,3
FKN00GL115315,3
FKN00GL18224,3
FKN00GL182217,3
FKN00GL182231,3
FKN00GL68548,3
FKN00GL36525,3
FKN00GL36528,3
FKN00GL36508,3
FKN00GL182496,3
FKN00GL8461,3
FKN00GL84586,3
FKN00GL182438,3
FKN00GL18245,3
FKN00GL182321,3
FKN00GL182318,3
FKN00GL182894,3
FKN00GL84589,3
FKN00GL182092,3
FKN00GL18208,3
FKN00GL182068,3
FKN00GL18205,3
FKN00GL106531,3
FKN00GL68524,3
FKN00GL68483,3
FKN00GL68472,3
FKN00GL36654,3
FKN00GL115275,3
FKN00GL36625,3
FKN00GL36603,3
FKN00GL182269,3
FKN00GL8469,3
FKN00GL84692,3
FKN00GL182247,3
FKN00GL84864,3
FKN00GL8482,3
FKN00GL8481,3
FKN00GL8478,3
FKN00GL84783,3
FKN00GL181988,3
FKN00GL123825,3
FKN00GL18195,3
FKN00GL18193,3
FKN00GL181909,3
FKN00GL115224,3
FKN00GL36685,3
FKN00GL36661,3
FKN00GL10223,3
FKN00GL84772,3
FKN00GL123796,3
FKN00GL181794,3
FKN00GL84957,3
FKN00GL84897,3
FKN00GL181803,3
FKN00GL18179,3
FKN00GL181790,3
FKN00GL10218,3
FKN00GL36871,3
FKN00GL36851,3
FKN00GL106551,3
FKN00GL6838,3
FKN00GL36856,3
FKN00GL115193,3
FKN00GL1152,3
FKN00GL3683,3
FKN00GL84898,3
FKN00GL102190,3
FKN00GL84994,3
FKN00GL84989,3
FKN00GL181644,3
FKN00GL18163,3
FKN00GL1815,3
FKN00GL181488,3
FKN00GL115172,3
FKN00GL106576,3
FKN00GL68307,3
FKN00GL36920,3
FKN00GL36900,3
FKN00GL123840,3
FKN00GL181868,3
FKN00GL18181,3
FKN00GL18182,3
FKN00GL85022,3
FKN00GL8501,3
FKN00GL18126,3
FKN00GL181245,3
FKN00GL181178,3
FKN00GL123922,3
FKN00GL6830,3
FKN00GL68300,3
FKN00GL68301,3
FKN00GL68304,3
FKN00GL68306,3
FKN00GL68271,3
FKN00GL115159,3
FKN00GL3699,3
FKN00GL36995,3
FKN00GL36978,3
FKN00GL8514,3
FKN00GL18090,3
FKN00GL123974,3
FKN00GL68221,3
FKN00GL37029,3
FKN00GL37037,3
FKN00GL37018,3
FKN00GL68297,3
FKN00GL68298,3
FKN00GL68299,3
FKN00GL102157,3
FKN00GL85101,3
FKN00GL181043,3
FKN00GL123957,3
FKN00GL18132,3
FKN00GL102173,3
FKN00GL37237,3
FKN00GL37214,3
FKN00GL37220,3
FKN00GL37202,3
FKN00GL37144,3
FKN00GL68233,3
FKN00GL106616,3
FKN00GL68195,3
FKN00GL37152,3
FKN00GL115127,3
FKN00GL115129,3
FKN00GL37118,3
FKN00GL37121,3
FKN00GL37126,3
FKN00GL68240,3
FKN00GL85177,3
FKN00GL37294,3
FKN00GL115099,3
FKN00GL85252,3
FKN00GL85228,3
FKN00GL85209,3
FKN00GL124016,3
FKN00GL18063,3
FKN00GL18062,3
FKN00GL18060,3
FKN00GL18056,3
FKN00GL3728,3
FKN00GL37281,3
FKN00GL37271,3
FKN00GL106625,3
FKN00GL68134,3
FKN00GL68104,3
FKN00GL124024,3
FKN00GL18054,3
FKN00GL180508,3
FKN00GL85320,3
FKN00GL85310,3
FKN00GL85287,3
FKN00GL18049,3
FKN00GL18045,3
FKN00GL18044,3
FKN00GL180401,3
FKN00GL18041,3
FKN00GL68087,3
FKN00GL115076,3
FKN00GL37319,3
FKN00GL37303,3
FKN00GL37305,3
FKN00GL179475,3
FKN00GL18027,3
FKN00GL85343,3
FKN00GL85347,3
FKN00GL85349,3
FKN00GL124068,3
FKN00GL180192,3
FKN00GL18014,3
FKN00GL179843,3
FKN00GL179824,3
FKN00GL179760,3
FKN00GL68067,3
FKN00GL68053,3
FKN00GL68018,3
FKN00GL3735,3
FKN00GL68078,3
FKN00GL8547,3
FKN00GL179419,3
FKN00GL179402,3
FKN00GL12418,3
FKN00GL115033,3
FKN00GL106650,3
FKN00GL67995,3
FKN00GL37390,3
FKN00GL102080,3
FKN00GL102061,3
FKN00GL85381,3
FKN00GL85361,3
FKN00GL124104,3
FKN00GL124115,3
FKN00GL179711,3
FKN00GL124125,3
FKN00GL115002,3
FKN00GL37547,3
FKN00GL102052,3
FKN00GL85537,3
FKN00GL85517,3
FKN00GL17914,3
FKN00GL179120,3
FKN00GL1791,3
FKN00GL102044,3
FKN00GL3751,3
FKN00GL3749,3
FKN00GL37468,3
FKN00GL3747,3
FKN00GL37438,3
FKN00GL102075,3
FKN00GL85478,3
FKN00GL17869,3
FKN00GL85576,3
FKN00GL8556,3
FKN00GL85560,3
FKN00GL179036,3
FKN00GL179048,3
FKN00GL179018,3
FKN00GL12423,3
FKN00GL178945,3
FKN00GL178916,3
FKN00GL3764,3
FKN00GL3765,3
FKN00GL3760,3
FKN00GL37589,3
FKN00GL114988,3
FKN00GL37578,3
FKN00GL85656,3
FKN00GL17845,3
FKN00GL178379,3
FKN00GL17837,3
FKN00GL17831,3
FKN00GL67834,3
FKN00GL6784,3
FKN00GL37691,3
FKN00GL114961,3
FKN00GL114966,3
FKN00GL37670,3
FKN00GL3768,3
FKN00GL10202,3
FKN00GL102026,3
FKN00GL85613,3
FKN00GL12425,3
FKN00GL178265,3
FKN00GL178198,3
FKN00GL178168,3
FKN00GL37777,3
FKN00GL37744,3
FKN00GL37748,3
FKN00GL6774,3
FKN00GL6771,3
FKN00GL37749,3
FKN00GL114954,3
FKN00GL37716,3
FKN00GL10672,3
FKN00GL67846,3
FKN00GL67830,3
FKN00GL67832,3
FKN00GL178537,3
FKN00GL85773,3
FKN00GL1781,3
FKN00GL178048,3
FKN00GL178051,3
FKN00GL67703,3
FKN00GL67641,3
FKN00GL67646,3
FKN00GL37849,3
FKN00GL37830,3
FKN00GL37834,3
FKN00GL37835,3
FKN00GL37836,3
FKN00GL3784,3
FKN00GL37815,3
FKN00GL37798,3
FKN00GL85751,3
FKN00GL37988,3
FKN00GL37973,3
FKN00GL37939,3
FKN00GL37900,3
FKN00GL67648,3
FKN00GL67622,3
FKN00GL67616,3
FKN00GL67604,3
FKN00GL37899,3
FKN00GL114906,3
FKN00GL67721,3
FKN00GL67723,3
FKN00GL178122,3
FKN00GL101985,3
FKN00GL85785,3
FKN00GL85771,3
FKN00GL10677,3
FKN00GL1780,3
FKN00GL177939,3
FKN00GL101968,3
FKN00GL85859,3
FKN00GL85822,3
FKN00GL85835,3
FKN00GL12438,3
FKN00GL177864,3
FKN00GL17781,3
FKN00GL8594,3
FKN00GL67586,3
FKN00GL6757,3
FKN00GL6756,3
FKN00GL38014,3
FKN00GL38015,3
FKN00GL85886,3
FKN00GL177782,3
FKN00GL177766,3
FKN00GL17771,3
FKN00GL177684,3
FKN00GL177681,3
FKN00GL177599,3
FKN00GL177583,3
FKN00GL17757,3
FKN00GL67517,3
FKN00GL6752,3
FKN00GL38117,3
FKN00GL114854,3
FKN00GL38084,3
FKN00GL38058,3
FKN00GL38022,3
FKN00GL114814,3
FKN00GL114817,3
FKN00GL114819,3
FKN00GL11482,3
FKN00GL38172,3
FKN00GL67487,3
FKN00GL1068,3
FKN00GL38141,3
FKN00GL38145,3
FKN00GL38126,3
FKN00GL38104,3
FKN00GL67541,3
FKN00GL6753,3
FKN00GL85935,3
FKN00GL85918,3
FKN00GL85896,3
FKN00GL101934,3
FKN00GL177580,3
FKN00GL177543,3
FKN00GL177524,3
FKN00GL177515,3
FKN00GL17752,3
FKN00GL177447,3
FKN00GL12446,3
FKN00GL177425,3
FKN00GL67348,3
FKN00GL67355,3
FKN00GL67356,3
FKN00GL6734,3
FKN00GL38214,3
FKN00GL38216,3
FKN00GL11480,3
FKN00GL86014,3
FKN00GL86006,3
FKN00GL124454,3
FKN00GL177336,3
FKN00GL177297,3
FKN00GL177286,3
FKN00GL12451,3
FKN00GL38268,3
FKN00GL3827,3
FKN00GL38246,3
FKN00GL38224,3
FKN00GL38229,3
FKN00GL38208,3
FKN00GL6740,3
FKN00GL10681,3
FKN00GL85989,3
FKN00GL101904,3
FKN00GL101914,3
FKN00GL86092,3
FKN00GL86082,3
FKN00GL177041,3
FKN00GL177009,3
FKN00GL17701,3
FKN00GL67177,3
FKN00GL67144,3
FKN00GL38383,3
FKN00GL38387,3
FKN00GL38357,3
FKN00GL177404,3
FKN00GL17741,3
FKN00GL101921,3
FKN00GL86029,3
FKN00GL86168,3
FKN00GL86139,3
FKN00GL12456,3
FKN00GL124569,3
FKN00GL17688,3
FKN00GL176820,3
FKN00GL176821,3
FKN00GL176801,3
FKN00GL176791,3
FKN00GL176779,3
FKN00GL67086,3
FKN00GL38580,3
FKN00GL38564,3
FKN00GL38541,3
FKN00GL38469,3
FKN00GL38431,3
FKN00GL176653,3
FKN00GL124601,3
FKN00GL176604,3
FKN00GL176605,3
FKN00GL17659,3
FKN00GL86250,3
FKN00GL101864,3
FKN00GL3862,3
FKN00GL38605,3
FKN00GL38606,3
FKN00GL38607,3
FKN00GL67080,3
FKN00GL67062,3
FKN00GL6704,3
FKN00GL38587,3
FKN00GL114687,3
FKN00GL86233,3
FKN00GL176571,3
FKN00GL124615,3
FKN00GL86280,3
FKN00GL38738,3
FKN00GL66981,3
FKN00GL66960,3
FKN00GL38718,3
FKN00GL114645,3
FKN00GL38683,3
FKN00GL38652,3
FKN00GL38636,3
FKN00GL86178,3
FKN00GL86159,3
FKN00GL86166,3
FKN00GL176684,3
FKN00GL38820,3
FKN00GL101858,3
FKN00GL8626,3
FKN00GL176364,3
FKN00GL176331,3
FKN00GL176306,3
FKN00GL17623,3
FKN00GL66927,3
FKN00GL66915,3
FKN00GL66908,3
FKN00GL38771,3
FKN00GL38746,3
FKN00GL38755,3
FKN00GL38757,3
FKN00GL8623,3
FKN00GL86231,3
FKN00GL66713,3
FKN00GL38897,3
FKN00GL17616,3
FKN00GL124698,3
FKN00GL17602,3
FKN00GL175988,3
FKN00GL175972,3
FKN00GL17581,3
FKN00GL66868,3
FKN00GL66822,3
FKN00GL66819,3
FKN00GL66806,3
FKN00GL66779,3
FKN00GL38873,3
FKN00GL38840,3
FKN00GL38816,3
FKN00GL17569,3
FKN00GL175686,3
FKN00GL175648,3
FKN00GL175642,3
FKN00GL124755,3
FKN00GL1756,3
FKN00GL17557,3
FKN00GL175441,3
FKN00GL175438,3
FKN00GL175439,3
FKN00GL114570,3
FKN00GL38906,3
FKN00GL38908,3
FKN00GL106935,3
FKN00GL66720,3
FKN00GL66728,3
FKN00GL66615,3
FKN00GL39087,3
FKN00GL39045,3
FKN00GL11454,3
FKN00GL39025,3
FKN00GL10695,3
FKN00GL66698,3
FKN00GL66677,3
FKN00GL39017,3
FKN00GL114558,3
FKN00GL38992,3
FKN00GL38977,3
FKN00GL3899,3
FKN00GL38969,3
FKN00GL175772,3
FKN00GL86461,3
FKN00GL39113,3
FKN00GL114510,3
FKN00GL175414,3
FKN00GL175370,3
FKN00GL175372,3
FKN00GL17538,3
FKN00GL86494,3
FKN00GL86485,3
FKN00GL124790,3
FKN00GL124794,3
FKN00GL124798,3
FKN00GL175223,3
FKN00GL175225,3
